"","dates","V1","V2","V3","V4","V5","V6","V7","V8"
"19015",2006-01-11,0,0,0,0,0,0,0,0
"19017",2006-01-12,0,0,0,0,0,2.5,0,1
"19019",2006-01-13,0,0,0,0,0,8.8,0,0
"19021",2006-01-14,0,0,3,0,0,2.7,0,0
"19023",2006-01-15,6.1,0.4,0,0,0,4.3,0,2.2
"19025",2006-01-16,0.9,3.6,11.1,7.5,0,3.8,0,7.2
"19027",2006-01-17,0,7.8,3.1,8.5,0,7.5,0,5.5
"19029",2006-01-18,1.9,9.8,9.7,6.4,0,15.1,0,2.8
"19031",2006-01-19,0,0,0.6,5.3,0,4.7,0,3.2
"19033",2006-01-20,0,0,0,0,0,0,0,1.6
"19035",2006-01-21,0,0,3.6,0,0,0.8,0,1.9
"19037",2006-01-22,0,4.2,1.8,0,2.2,0,0,1.4
"19039",2006-01-23,0,5,0.4,5.5,8.2,0,0,1.8
"19041",2006-01-24,0,6.5,14.3,4,2.1,2.7,6,2.3
"19043",2006-01-25,0,8.1,5.1,5,3.1,0.7,2.3,1.7
"19045",2006-01-26,0,0,2.7,7.5,0,1.5,2.5,6.1
"19047",2006-01-27,0,1.6,7.8,5.4,0,4.3,2,2.3
"19049",2006-01-28,1.1,6.3,11.4,8.5,0,2.1,0,5.4
"19051",2006-01-29,3.1,0.7,11.6,10.4,0,2.6,9.8,12.1
"19053",2006-01-30,12.5,12,14,7.3,0,0.6,19.1,1.8
"19055",2006-01-31,7.7,0.5,3.3,8,0,0.9,3.4,0
"19057",2006-02-01,6.8,NA,5,6.5,0,8.3,4.4,1.4
"19059",2006-02-02,4.5,NA,9,7.4,0,6.7,1.2,19.1
"19061",2006-02-03,7.5,NA,14.5,10,2.1,6.3,4.2,3.8
"19063",2006-02-04,4.9,NA,4.2,8.2,3.2,10,5.6,5
"19065",2006-02-05,8.6,NA,9.4,9.5,1.2,5.6,5.8,0.8
"19067",2006-02-06,13.3,NA,7.5,7.5,1.3,5,9.9,1.8
"19069",2006-02-07,6.3,NA,3.6,8.4,3.3,9,0,4.2
"19071",2006-02-08,4.4,NA,3.4,9.5,0,4.2,0,3.9
"19073",2006-02-09,11.6,NA,0.7,8.5,0,9.5,8.6,1.3
"19075",2006-02-10,3.5,NA,23.8,10.3,0,24.2,0,1.8
"19077",2006-02-11,0.8,NA,6,12,0,12.4,4.6,7.1
"19079",2006-02-12,0,0.1,30.9,7.3,3.1,5.9,2.6,16.4
"19081",2006-02-13,0,0.6,0,0,4.1,0.8,0,1.8
"19083",2006-02-14,0,0.5,0,0,3.3,0,0,0
"19085",2006-02-15,0,0,0,0,4.2,0,0,0
"19087",2006-02-16,0,0,0,0,3.2,0,0,0
"19089",2006-02-17,0,0,0,0,0,4,0,0
"19091",2006-02-18,0.3,0,0,0,0,0.8,0,1.3
"19093",2006-02-19,0.8,1.6,0.8,0,0,0,0,2.9
"19095",2006-02-20,0.7,1,0.8,1,0,2.3,0,1
"19097",2006-02-21,0.3,3.1,7.3,7,0,0.7,0,4
"19099",2006-02-22,3.7,3.2,3,5,0,8.8,0,1.2
"19101",2006-02-23,1.9,0.5,3.2,4.2,2.4,5.7,4.7,3.9
"19103",2006-02-24,0.2,0.5,0.5,5.3,4.2,1.4,1.2,3.4
"19105",2006-02-25,0.7,4,12.5,2.5,5.1,20.1,0,3.1
"19107",2006-02-26,0.7,0.9,14.9,3.5,0,2.9,0,3.1
"19109",2006-02-27,0,0.5,1.2,3,0,0,0,0
"19111",2006-02-28,0.8,3.5,11.5,2,0,0.4,0,9
"19113",2006-03-01,1.7,1.7,5.2,2.5,2.3,10.2,2,6.8
"19115",2006-03-02,0.2,6.7,2.3,4.4,3.4,16.8,5,4.6
"19117",2006-03-03,0,5.4,6.2,3,4.7,19.6,0,3.5
"19119",2006-03-04,0.3,2,8.8,5.3,2.4,38,10.1,9.4
"19121",2006-03-05,4.9,3.9,7.6,6,3.1,8.6,6.9,7.8
"19123",2006-03-06,3,1,6.2,3.5,1.5,4.1,3.1,6.6
"19125",2006-03-07,2.4,0.6,4,5,9.1,5.6,5.5,4.2
"19127",2006-03-08,3.5,1.5,5.2,0,3.3,2.4,0,3.6
"19129",2006-03-09,1.4,0.6,0.3,0,4.8,1.2,1.4,1
"19131",2006-03-10,0.5,0,0.6,0,0,0.9,2.1,0
"19133",2006-03-11,0,0,2.3,2,0,7.8,0,1.6
"19135",2006-03-12,1.3,0.2,10.3,3.5,1.3,18.6,7,2.6
"19137",2006-03-13,3.1,3.7,5.2,10.3,3.1,13.2,3.5,2.1
"19139",2006-03-14,5.2,9.5,12.7,7.5,3.4,19.8,7.7,6.1
"19141",2006-03-15,9.2,4,1.7,8.4,1.1,7.8,7.7,3.6
"19143",2006-03-16,0.4,6,3.9,9.2,1.3,8.4,2.9,4.6
"19145",2006-03-17,3.3,9.2,18.2,8.5,3.2,17,6.1,8.7
"19147",2006-03-18,1.2,7.5,7.7,6.5,2.2,7.3,5.7,13.4
"19149",2006-03-19,3.7,3.7,9.2,10,3.2,2.4,4.1,11.7
"19151",2006-03-20,0.7,5.6,5.7,7.5,0,15.2,0,15.1
"19153",2006-03-21,0,3.5,7.9,8,0,4.3,0,8.2
"19155",2006-03-22,5.1,6.3,10.6,9.5,3.3,26.8,5.4,6.9
"19157",2006-03-23,0.3,3.6,9.8,7.4,9.1,27,0,12.4
"19159",2006-03-24,0,5,14.6,6.5,0,17.4,0,13.4
"19161",2006-03-25,6.5,1.8,13.2,8.5,0,18.1,7.7,8.5
"19163",2006-03-26,13,13.8,4.2,9.5,0,3.6,0,3.6
"19165",2006-03-27,0.3,10.1,2.5,8.4,0,0.7,3.5,2.5
"19167",2006-03-28,0.4,0.3,4.4,9.3,0,0.8,1.4,10.6
"19169",2006-03-29,2.1,5.5,5.1,4.5,0,2.3,1.2,3.6
"19171",2006-03-30,1.2,8.8,8.8,3,0,3.1,2,10
"19173",2006-03-31,0,2.6,10.7,3.5,0,3,0,2.8
"19175",2006-04-01,0,0.7,3,4,0,11.7,0,1.6
"19177",2006-04-02,0,0.3,4,6.4,0,11.9,0,2.6
"19179",2006-04-03,0,1.7,8.4,9.5,3.1,23,0,14.9
"19181",2006-04-04,0,0.6,6.4,10.5,1.2,26.4,0,10.9
"19183",2006-04-05,0,1.2,10.2,8.4,2.1,27,0,14.9
"19185",2006-04-06,5.4,5.3,7.2,9.4,4.5,39.8,3,15
"19187",2006-04-07,4.6,9.5,5.6,12,1.3,34,6.1,14
"19189",2006-04-08,3.7,17.2,19.5,10.3,3.2,23.8,9.6,6.2
"19191",2006-04-09,8.5,26,10.4,7.5,4.2,32,10.5,3
"19193",2006-04-10,0.3,3.1,14.5,8,1.2,32.1,3,1.5
"19195",2006-04-11,0,0,0,5,0,15.3,0,0.8
"19197",2006-04-12,0,3.1,0,2.5,0,0.9,0,0
"19199",2006-04-13,0.6,0.5,0,0,0,0.3,0,1.5
"19201",2006-04-14,2,3.4,0,2,0,0,0,1.8
"19203",2006-04-15,0,0.9,6.4,2.5,1.2,14.6,0,0
"19205",2006-04-16,0,5.3,3,1,1.3,9.6,3.9,0
"19207",2006-04-17,0,6.1,3.4,0,1.6,3.6,0,0
"19209",2006-04-18,0,7.7,10.7,0,0,0.3,1.2,0
"19211",2006-04-19,0,1.9,0.7,0,0,0,0,0
"19213",2006-04-20,0,0.3,0,0,0,2,0,0
"19215",2006-04-21,0,0,0,0,0,0,0,0
"19217",2006-04-22,0,0,0,0,0,0.5,0,0
"19219",2006-04-23,0,0,0,0,0,0,0,0
"19221",2006-04-24,0,0,1.4,0,0,0,0,0
"19223",2006-04-25,0,0,1,0,0,3,0,0
"19225",2006-04-26,0,0,0,0,0,1.7,0,0
"19227",2006-04-27,0.7,0,2.6,0,0,0,0,0
"19229",2006-04-28,0,0,0,0,0,1.2,0,0
"19231",2006-04-29,0,0,0,0,0,5.4,0,0
"19233",2006-04-30,0,0,0,0,0,NA,0,0
"19235",2006-05-01,NA,NA,0,0,NA,NA,NA,NA
"19237",2006-05-02,0,0,0,0,0,3,0,0
"19239",2006-05-03,0,0,0,0,0,6.6,0,0
"19241",2006-05-04,0,0,0,0,0,8.2,0,0
"19243",2006-05-05,0,0,1.9,0,0,6.3,0,0
"19245",2006-05-06,0,0,0,1.5,0,8.5,0,1.6
"19247",2006-05-07,0,0,0.9,3,0,6.6,0,0.9
"19249",2006-05-08,0,0,0,0,0,0.2,0,2.3
"19251",2006-05-09,0,0,0,0,0,0,0,0
"19253",2006-05-10,0,0,0,0,0,0,0,0
"19255",2006-05-11,0,0,0,0,0,0,0,0
"19257",2006-05-12,0,0,0,0,0,0,0,0
"19259",2006-05-13,0,0,0,0,0,0,0,0
"19261",2006-05-14,0,0,0,0,0,0,0,0
"19263",2006-05-15,0,0,0,0,0,0,0,0
"19265",2006-05-16,0,0,0,0,0,0,0,0
"19267",2006-05-17,0,0,0,0,0,0,0,0
"19269",2006-05-18,0,0,0,0,0,0,0,0
"19271",2006-05-19,0,0,0,0,0,0,0,0
"19273",2006-05-20,0,0,0,0,0,2.3,0,0
"19275",2006-05-21,0,0,0,0,0,0,0,0
"19277",2006-05-22,0,0,0,0,0,0,0,0
"19279",2006-05-23,0,0,0,0,0,0,0,0
"19281",2006-05-24,0,0,0,0,0,0,0,0
"19283",2006-05-25,0,0,0,0,0,0,0,0
"19285",2006-05-26,0,0,0,0,0,0,0,0
"19287",2006-05-27,0,0,0,0,0,0,0,0
"19289",2006-05-28,0,0,0,0,0,0,0,0
"19291",2006-05-29,0,0,0,0,0,0,0,0
"19293",2006-05-30,0,0,0,0,0,0,0,0
"19295",2006-05-31,0,0,0,0,0,0,0,0
"19297",2006-06-01,0,0,0,0,0,2.8,0,0
"19299",2006-06-02,0,0,0,0,0,2.5,0,0
"19301",2006-06-03,0,0,0,0,0,2.7,0,0
"19303",2006-06-04,0,0,0,0,0,0,0,0
"19305",2006-06-05,0,0,0,0,0,1.3,0,0
"19307",2006-06-06,0,0,0,0,0,3,0,0
"19309",2006-06-07,0,0.5,0,4.5,0,3.4,0,0
"19311",2006-06-08,0,0,3.5,0,0,10.9,0,0
"19313",2006-06-09,0,0,1.6,0,0,2.7,0,0
"19315",2006-06-10,0,0,0,0,0,0,0,0
"19317",2006-06-11,0,0,0,0,0,2,0,0
"19319",2006-06-12,0,0,0.3,0,0,0.4,0,0
"19321",2006-06-13,0,0.9,0,0,0,0.5,0,0
"19323",2006-06-14,0,0,0,0,0,2.3,0,0
"19325",2006-06-15,0,0,0,0,0,0,0,0
"19327",2006-06-16,0,0,0,0,0,0,0,0
"19329",2006-06-17,0,0,0,0,0,0,0,0
"19331",2006-06-18,0,0,0,0,0,0.8,0,0
"19333",2006-06-19,0,0,0,0,0,0.4,0,0
"19335",2006-06-20,0,0,0,0,0,0,0,0
"19337",2006-06-21,0,0,0,0,0,0,0,0
"19339",2006-06-22,0,0,0,0,0,0,0,0
"19341",2006-06-23,0,0,0,0,0,0.9,0,1.5
"19343",2006-06-24,0,0,0,0,0,0,0,3.5
"19345",2006-06-25,0,0,0,0,0,0,0,0.7
"19347",2006-06-26,0,0,0,0,0,0,0,0
"19349",2006-06-27,0,0,0,0,0,0,0,0
"19351",2006-06-28,0,0,0,0,0,0,0,0
"19353",2006-06-29,0,0,0,0,0,0,0,0
"19355",2006-06-30,0,0,0,0,0,0,0,0
"19357",2006-07-01,0,0,0,0,0,0.5,0,NA
"19359",2006-07-02,0,0,0,0,0,0,0,0
"19361",2006-07-03,0,0,0,0,0,0,0,0
"19363",2006-07-04,0,0,0,0,0,0,0,0
"19365",2006-07-05,0,0,0,0,0,0,0,0
"19367",2006-07-06,0,0,0,0,0,0,0,0
"19369",2006-07-07,0,0,0,0,0,0,0,0
"19371",2006-07-08,0,0,0,0,0,0,0,0
"19373",2006-07-09,0,0,0,0,0,0,0,0
"19375",2006-07-10,0,0,0,0,0,0,0,0
"19377",2006-07-11,0,0,0,0,0,0,0,0
"19379",2006-07-12,0,0,0,0,0,0,0,0
"19381",2006-07-13,0,0,0,0,0,0,0,0
"19383",2006-07-14,0,0,0,0,0,0,0,0
"19385",2006-07-15,0,0,0,0,0,0,0,0
"19387",2006-07-16,0,0,0,0,0,0,0,0
"19389",2006-07-17,0,0,0,0,0,0,0,0
"19391",2006-07-18,0,0,0,0,0,0,0,0
"19393",2006-07-19,0,0,0,0,0,0,0,0
"19395",2006-07-20,0,0,0,0,0,0,0,0
"19397",2006-07-21,0,0,0,0,0,0,0,0
"19399",2006-07-22,0,0,0,0,0,0,0,0
"19401",2006-07-23,0,0,0,0,0,0,0,0
"19403",2006-07-24,0,0,0,0,0,0,0,0
"19405",2006-07-25,0,0,0,0,0,0,0,0
"19407",2006-07-26,0,0,0,0,0,0,0,0
"19409",2006-07-27,0,0,0,0,0,0,0,0
"19411",2006-07-28,0,0,0,0,0,0,0,0
"19413",2006-07-29,0,0,0,0,0,0,0,0
"19415",2006-07-30,0,0,0,0,0,3.2,0,0
"19417",2006-07-31,0,0,0,0,0,1.9,0,0
"19419",2006-08-01,NA,0,0,0,0,0.5,0,0
"19421",2006-08-02,NA,0,0,0,0,0,0,0
"19423",2006-08-03,NA,0,0,0,0,0,0,0
"19425",2006-08-04,0,0,0,0,0,0,0,0
"19427",2006-08-05,0,0,0,0,0,0,0,0
"19429",2006-08-06,0,0,0,0,0,1.2,0,0
"19431",2006-08-07,0,0,0,0,0,0.6,0,0
"19433",2006-08-08,0,0,0,0,0,0,0,0
"19435",2006-08-09,0,0,0,0,0,0,0,0
"19437",2006-08-10,0,0,0,0,0,0,0,0
"19439",2006-08-11,0,0,0,0,0,0,0,0
"19441",2006-08-12,0,0,0,0,0,0,0,0
"19443",2006-08-13,0,0,0,0,0,0,0,0
"19445",2006-08-14,0,0,0,0,0,0,0,0
"19447",2006-08-15,0,0,0,0,0,0,0,0
"19449",2006-08-16,0,0,0,0,0,0,0,0
"19451",2006-08-17,0,0,0,0,0,0,0,0
"19453",2006-08-18,0,0,0,0,0,0,0,5.5
"19455",2006-08-19,0,0,0,0,0,0,0,4.7
"19457",2006-08-20,0,1.7,1.4,0,0,0,0,1.3
"19459",2006-08-21,0,2,1.5,0,0,0,0,0
"19461",2006-08-22,0,0,0,0,0,0,0,0
"19463",2006-08-23,0,0,0,0,0,0,0,0
"19465",2006-08-24,0,0,0,0,0,0,0,0
"19467",2006-08-25,0,0,0,0,0,1,0,0
"19469",2006-08-26,0,0,0,0,0,0.8,0,0
"19471",2006-08-27,0,0,0,0,0,0.7,0,0
"19473",2006-08-28,0,0,0,0,0,0.9,0,0
"19475",2006-08-29,0,0,0,0,0,0,0,0
"19477",2006-08-30,0,0,0,0,0,1.4,0,0
"19479",2006-08-31,0,0,0,0,0,1,0,0
"19481",2006-09-01,0,0,0,0,0,0,0,0
"19483",2006-09-02,0,0,0,0,0,0,0,0
"19485",2006-09-03,0,0,0,0,0,0,0,0
"19487",2006-09-04,0,0,0,0,0,0,0,0
"19489",2006-09-05,0,0,0,0,0,0,0,0
"19491",2006-09-06,0,0.3,0,0,0,0,0,0
"19493",2006-09-07,0,0.3,0,0,0,0,0,0
"19495",2006-09-08,0,0,0,0,0,0,0,0
"19497",2006-09-09,0,0,0,0,0,2.9,0,0
"19499",2006-09-10,0,0,0,0,0,4,0,0
"19501",2006-09-11,0,0,0,0,0,1.1,0,0
"19503",2006-09-12,0,0,0,0,0,4.9,0,0
"19505",2006-09-13,0,0,0,0,0,0.5,0,1
"19507",2006-09-14,0,0,0,4.5,0,0,0,2.4
"19509",2006-09-15,0,0,0.5,3.5,0,0,0,3.3
"19511",2006-09-16,0,0,2,2.5,0,0.2,0,4.9
"19513",2006-09-17,0,0,0,0,0,0,0,3.6
"19515",2006-09-18,0.7,0,0.3,0,0,1.3,0,2.7
"19517",2006-09-19,0,0,0,0,0,0,0,0
"19519",2006-09-20,0,0,1.1,0,0,0,0,0
"19521",2006-09-21,0,0,0,3.5,0,0,0,0
"19523",2006-09-22,0,0,0,3,0,0.5,0,0
"19525",2006-09-23,0,0,0,2,0,0,0,0
"19527",2006-09-24,0,0,0,0,0,1.3,0,4.5
"19529",2006-09-25,0,0.3,3.3,1,0,13.2,0,3
"19531",2006-09-26,0,0.2,0,0,0,4.2,0,1
"19533",2006-09-27,0,0,0,0,0,0,0,0
"19535",2006-09-28,0,0,0,0,0,0,0,0
"19537",2006-09-29,0,0,0,0,0,1.8,0,0
"19539",2006-09-30,0,0,0,0,0,3.1,0,0
"19541",2006-10-01,0,0,NA,NA,0,0.7,0,2.5
"19543",2006-10-02,0,0,0,0,0,1,0,2.7
"19545",2006-10-03,0,0,0,0,0,0,0,3.3
"19547",2006-10-04,0,0,0,0,0,0.9,0,2.3
"19549",2006-10-05,0,0,1.1,0,0,0,0,2.9
"19551",2006-10-06,0,0,4.1,0,0,0.7,1.5,0
"19553",2006-10-07,0,0.9,0,0,0,0,0,0
"19555",2006-10-08,0,0,2.7,0,0,0,2,0
"19557",2006-10-09,0,0,0,0,0,0.7,0,1.5
"19559",2006-10-10,0,0,0,0,0,6.8,0,2.2
"19561",2006-10-11,0,0,0,0,0,1.4,0,0
"19563",2006-10-12,0,0,0,0,0,3.7,0,0
"19565",2006-10-13,0,0,0,0,0,0,0,0
"19567",2006-10-14,0,0,0,0,0,0,0,0
"19569",2006-10-15,0,0,0,0,0,0,0,0
"19571",2006-10-16,0,0,0,0,0,0,0,0
"19573",2006-10-17,0,0,0,0,0,0,0,0
"19575",2006-10-18,0,0,0,0,0,0,0,0
"19577",2006-10-19,0,0,0,0,0,0,0,3.7
"19579",2006-10-20,0,0,0,0,0,0,0,5.6
"19581",2006-10-21,0,0,2.7,2.5,0,0.2,0,0
"19583",2006-10-22,0,0,0,0,0,15.5,0,3.6
"19585",2006-10-23,0,0,0,0,0,5.9,0,7.9
"19587",2006-10-24,0,0,3.8,2,0,0.4,2.2,2.3
"19589",2006-10-25,0,0,3.6,3.5,0,0,0,3.1
"19591",2006-10-26,0,0,0,4,0,0,0,5.2
"19593",2006-10-27,0,0,5.1,2.5,3.1,0,0,8.8
"19595",2006-10-28,0,5,0,6,4.4,15.6,0,3.4
"19597",2006-10-29,0,0,0,0,4.1,0.5,0,3.8
"19599",2006-10-30,0,0,0,6.5,2.5,0.9,0,1.5
"19601",2006-10-31,0,0,3,4,1.1,5.6,0,5.5
"19603",2006-11-01,0,NA,2.2,0,0,3.1,2.4,8.9
"19605",2006-11-02,0,0,0,1.5,0,4.2,0,4.1
"19607",2006-11-03,0,0,0,0,0,3.2,0,2.1
"19609",2006-11-04,0,0,0,0,0,11,0,2
"19611",2006-11-05,0,0,0,0,0,3.9,0,1.8
"19613",2006-11-06,0,0,0,0,0,5.4,0,2.7
"19615",2006-11-07,0,0,0,0,0,9.3,0,5.5
"19617",2006-11-08,0,0,1.8,0,0,2.1,0,4.6
"19619",2006-11-09,0,0,0.6,0,0,0,0,2.6
"19621",2006-11-10,0,0,4.8,4.5,0,0,0,10.1
"19623",2006-11-11,NA,0,5.5,7,0,12.2,0,8.7
"19625",2006-11-12,0.6,9.8,4,5.5,0,11.8,0,5.1
"19627",2006-11-13,0,0,0.1,0,0,13.8,0,2.5
"19629",2006-11-14,0,0,0,1.5,0,10.4,0,0
"19631",2006-11-15,0,0,2,0,2.1,5.9,0,0
"19633",2006-11-16,0.1,0,0,0,3.2,10.1,0,1.6
"19635",2006-11-17,0,2.5,3,0,0,2.8,0,0.8
"19637",2006-11-18,2.9,0,0,4,0,4.5,0,3
"19639",2006-11-19,2.6,4.2,8,4.5,0,3.4,5.8,3.3
"19641",2006-11-20,0.1,0.6,0.7,0,0,7.8,0,3.2
"19643",2006-11-21,0,0,3.7,6.5,0,2.9,0,4.2
"19645",2006-11-22,0,0,3.8,8,0,6.6,0,2
"19647",2006-11-23,0,0,3.2,0,0,3.5,0,3.1
"19649",2006-11-24,0,0,0,1.5,0,5.6,0,0.9
"19651",2006-11-25,0,0,0,5,3.3,10.6,1.5,2.5
"19653",2006-11-26,2.9,1.8,7.8,6,6.5,8.8,0,9.8
"19655",2006-11-27,0.1,4,7,4,1.3,3.2,0,12.6
"19657",2006-11-28,0,1.9,2.5,3,4.1,11.2,0,5.6
"19659",2006-11-29,0,0,0,2,0,7.5,0,5.3
"19661",2006-11-30,0,0,3.5,1.5,0,6.6,0,4.9
"19663",2006-12-01,0,NA,NA,0,NA,7.9,0,0
"19665",2006-12-02,0,0,1.3,0,0,6.6,0,0
"19667",2006-12-03,0,0,1.2,0,0,8.4,0,0
"19669",2006-12-04,0,0,0,3.5,0,6.7,0,0
"19671",2006-12-05,0,0,0,2.5,0,11.8,0,2
"19673",2006-12-06,4.5,6.2,6.4,3,3.3,7.1,0,4.8
"19675",2006-12-07,0.1,0,8.8,4,2.3,7,0,1.7
"19677",2006-12-08,0.1,0,1.6,0,0,3.8,0,0
"19679",2006-12-09,0,0,1.7,0,0,9.9,0,0
"19681",2006-12-10,0,0,0.1,0,0,7.1,0,0
"19683",2006-12-11,0,0,0,0,0,4.4,0,1.3
"19685",2006-12-12,0,3.6,5.1,6,2.2,11.7,2.2,6.2
"19687",2006-12-13,0,7.2,4.6,6.5,3.1,9.2,0,1.2
"19689",2006-12-14,0,0,3.2,5,1.2,3.6,0,1.3
"19691",2006-12-15,0,0,1.9,3.5,0,4.6,0,1
"19693",2006-12-16,0,0,3.2,6,0,10,0,3.5
"19695",2006-12-17,0,0,0.6,7,4.2,7.7,0,4.6
"19697",2006-12-18,2.9,0,4.3,6.5,1.2,12.6,1.8,1.8
"19699",2006-12-19,0,0,0,5.2,3.5,14.1,0,1.9
"19701",2006-12-20,0,7.8,4.2,6.5,0,12.1,1.4,2.5
"19703",2006-12-21,0.2,7,11.8,7.5,0,8.6,7.5,9.8
"19705",2006-12-22,4.6,9,17.8,6,1.2,13.7,3.8,13.6
"19707",2006-12-23,9.1,10,9.9,7.3,1.3,8.4,0,5.8
"19709",2006-12-24,4.7,6.1,7.7,8.4,3.2,14.2,7.3,7.1
"19711",2006-12-25,0,5.7,2.7,10,1.2,12.7,0,3.3
"19713",2006-12-26,1.6,8.7,4.8,4,0,6.7,4.7,3.8
"19715",2006-12-27,1.1,2.5,7.8,8,0,5.5,2.1,4.8
"19717",2006-12-28,1,3.6,0.9,4.5,0,3.7,1.6,8.7
"19719",2006-12-29,0,3.3,1.1,5,0,1.2,3.1,2.6
"19721",2006-12-30,0.1,10.7,6.7,7,0,2.1,2.4,8.9
"19723",2006-12-31,0,2,5.1,5.5,0,1,0,6.9
"19725",2007-01-01,0,NA,0.3,6,0,1.4,0,7.3
"19727",2007-01-02,0,0,0.8,5,0,8.5,0,11.4
"19729",2007-01-03,5.5,0,3.1,7,1.3,3.5,5,8.2
"19731",2007-01-04,8.5,6,0.4,6.5,0,3.9,2.5,3.2
"19733",2007-01-05,3.4,0,0.4,7.4,8.4,7,2.4,0
"19735",2007-01-06,3.3,7,2.7,8,2.5,12.3,3,4.1
"19737",2007-01-07,NA,7,9.1,4,5.1,7.4,5.8,3.9
"19739",2007-01-08,NA,2.4,1.1,3,6.1,1.9,0,1.7
"19741",2007-01-09,0,0,1.5,3.5,0,20.1,0,2.1
"19743",2007-01-10,0,0,0,4,0,19.9,0,1.3
"19745",2007-01-11,1,3.7,6.3,8.5,0,16.3,7.6,2.8
"19747",2007-01-12,2.2,18.7,7.7,5.5,9.1,18.2,5.6,6.4
"19749",2007-01-13,0.7,3.5,2.3,0,11.1,20.4,0,7.4
"19751",2007-01-14,0,0,0,0,0,18.9,0,1.4
"19753",2007-01-15,0,0,0,0,0,20.6,0,0
"19755",2007-01-16,0,0,3.8,2.5,5.8,21.9,0,0
"19757",2007-01-17,2.5,6.3,4.9,4.5,3.9,17.2,0,1
"19759",2007-01-18,0.6,1.3,2.6,0,4.3,20.6,6.9,3.2
"19761",2007-01-19,1.1,4.3,3.1,0,1.2,17.7,3.8,6.8
"19763",2007-01-20,1.5,0,1,2,0,19.7,0,5
"19765",2007-01-21,1,5.5,4.3,2.5,0,17.5,2.1,7.3
"19767",2007-01-22,0.6,6.7,2.6,4,0,11.7,1.9,0
"19769",2007-01-23,0,0,0,3.5,0,6.6,0,1
"19771",2007-01-24,0,1.9,11.5,3,0,24.5,0,2.9
"19773",2007-01-25,0,0,3.1,2.5,0,8.3,0,2.7
"19775",2007-01-26,0,0,2.7,2,0,14,0,1.8
"19777",2007-01-27,0.2,3.7,0.8,3,0,29,0,3.7
"19779",2007-01-28,0,0,2,1.5,2.3,32.7,0,0
"19781",2007-01-29,0.1,1.6,4.4,4,3.2,11.3,0,1.5
"19783",2007-01-30,0,1.9,0,3,4.1,16.7,2.1,8.8
"19785",2007-01-31,0,27.5,9.6,2,0,33.1,0,7.9
"19787",2007-02-01,0,0,NA,NA,0,9.8,0,4.5
"19789",2007-02-02,0,0,0,1.5,0,3.1,1,6.9
"19791",2007-02-03,0.1,3,2.6,3,0,3,0,5.1
"19793",2007-02-04,0,1,5.9,4,0,2.3,0,3
"19795",2007-02-05,1,8.2,5.8,5,4.2,2.9,0,7.5
"19797",2007-02-06,1.1,10,4.5,4.5,4.5,2.5,0,5.7
"19799",2007-02-07,0,0,0,3,5.5,2.1,0,0.9
"19801",2007-02-08,2.6,0,0,2.5,2.2,2.4,0,4
"19803",2007-02-09,2,0,1,2,1.2,2.3,0,5.3
"19805",2007-02-10,0.5,1.9,5.1,1.5,0,1.9,6.1,2.3
"19807",2007-02-11,3.9,16.1,14.6,3.5,0,3.3,6,4.8
"19809",2007-02-12,3.5,6.5,10.7,4,1.6,1.7,8.1,9.7
"19811",2007-02-13,7.8,25.2,21.4,3,7.1,2.3,9.8,4
"19813",2007-02-14,0,11.8,0.8,2,6.6,1.6,0,7.1
"19815",2007-02-15,0,0,0,3,1.2,1.2,0,0
"19817",2007-02-16,0,0,0,0,0,0.8,0,0
"19819",2007-02-17,0,0,0,0,0,1.7,0,0
"19821",2007-02-18,0,0,0,0,0,0,0,0
"19823",2007-02-19,3,0,0,0,0,0,0,0
"19825",2007-02-20,0,0,0,0,0,0,0,0
"19827",2007-02-21,0,0,0,0,0,0.9,0,0
"19829",2007-02-22,0,0,0,0,0,1.4,0,0
"19831",2007-02-23,0,0,0.5,0,0,0,0,0
"19833",2007-02-24,0,0,0,0,0,0.6,0,0
"19835",2007-02-25,1.8,0.1,0.2,0,0,0.4,0,0
"19837",2007-02-26,0,0,0,3.5,0,0,0,3.8
"19839",2007-02-27,0,0,0,3,0,0,0,4.9
"19841",2007-02-28,0,0.2,0.3,2,0,0,0,6.4
"19843",2007-03-01,0,NA,0.5,1,0,0,0,1
"19845",2007-03-02,0.8,0,0,4,0,0.5,5.6,4.5
"19847",2007-03-03,2.2,20,2,2.5,0,0.8,0,10.4
"19849",2007-03-04,2.5,11.8,9.2,1.5,2.1,20,0,6.5
"19851",2007-03-05,4.2,7,6.1,0,10.1,3.1,12,5.9
"19853",2007-03-06,7.9,7.5,9,0,11.2,1,5.6,11.2
"19855",2007-03-07,8.6,9,12.2,10.4,9.1,26,13.9,9.6
"19857",2007-03-08,5.9,1,1.7,11.5,3.1,28,6.6,7.9
"19859",2007-03-09,0,5,6.7,9,0,22.9,4.6,4.4
"19861",2007-03-10,2.4,2.2,6.9,10.5,3.6,35.4,4.8,12.8
"19863",2007-03-11,2.1,11.1,9,9.4,1.5,28,9.1,16
"19865",2007-03-12,1.8,12,20.6,9,15.3,28.3,3,10.3
"19867",2007-03-13,0.1,4.6,3.1,8.5,3.5,31.7,0,15.3
"19869",2007-03-14,0.2,2.7,3.3,10.5,0,27,0,12.3
"19871",2007-03-15,1,8.2,8.5,8,0,5.5,4,4.2
"19873",2007-03-16,4,2.1,5,10.5,4.1,2.7,2.6,3.1
